orig,dest,year,age,flow
North-East,South,1985,20,1
Center,South,1985,20,6
South,South,1985,20,0
Islands,South,1985,20,1
North-West,Islands,1985,20,4
North-East,Islands,1985,20,0
Center,Islands,1985,20,1
South,Islands,1985,20,1
Islands,Islands,1985,20,0
North-West,North-West,1990,1,0
North-East,North-West,1990,1,540
Center,North-West,1990,1,553
South,North-West,1990,1,2914
Islands,North-West,1990,1,1507
North-West,North-East,1990,1,714
North-East,North-East,1990,1,0
Center,North-East,1990,1,401
South,North-East,1990,1,1413
Islands,North-East,1990,1,515
North-West,Center,1990,1,774
North-East,Center,1990,1,403
Center,Center,1990,1,0
South,Center,1990,1,1905
Islands,Center,1990,1,628
North-West,South,1990,1,1792
North-East,South,1990,1,656
Center,South,1990,1,1088
South,South,1990,1,0
Islands,South,1990,1,442
North-West,Islands,1990,1,1259
North-East,Islands,1990,1,312
Center,Islands,1990,1,475
South,Islands,1990,1,559
Islands,Islands,1990,1,0
North-West,North-West,1990,2,0
North-East,North-West,1990,2,339
Center,North-West,1990,2,368
South,North-West,1990,2,1914
Islands,North-West,1990,2,1053
North-West,North-East,1990,2,491
North-East,North-East,1990,2,0
Center,North-East,1990,2,268
South,North-East,1990,2,971
Islands,North-East,1990,2,357
North-West,Center,1990,2,498
North-East,Center,1990,2,260
Center,Center,1990,2,0
South,Center,1990,2,1290
Islands,Center,1990,2,449
North-West,South,1990,2,1249
North-East,South,1990,2,431
Center,South,1990,2,652
South,South,1990,2,0
Islands,South,1990,2,256
North-West,Islands,1990,2,898
North-East,Islands,1990,2,195
Center,Islands,1990,2,308
South,Islands,1990,2,298
Islands,Islands,1990,2,0
North-West,North-West,1990,3,0
North-East,North-West,1990,3,316
Center,North-West,1990,3,325
South,North-West,1990,3,1582
Islands,North-West,1990,3,875
North-West,North-East,1990,3,519
North-East,North-East,1990,3,0
Center,North-East,1990,3,226
South,North-East,1990,3,766
Islands,North-East,1990,3,276
North-West,Center,1990,3,480
North-East,Center,1990,3,197
Center,Center,1990,3,0
South,Center,1990,3,1091
Islands,Center,1990,3,369
North-West,South,1990,3,940
North-East,South,1990,3,296
Center,South,1990,3,494
South,South,1990,3,0
Islands,South,1990,3,208
North-West,Islands,1990,3,657
North-East,Islands,1990,3,159
Center,Islands,1990,3,250
South,Islands,1990,3,226
Islands,Islands,1990,3,0
North-West,North-West,1990,4,0
North-East,North-West,1990,4,455
Center,North-West,1990,4,451
South,North-West,1990,4,2740
Islands,North-West,1990,4,1569
North-West,North-East,1990,4,667
North-East,North-East,1990,4,0
Center,North-East,1990,4,349
South,North-East,1990,4,1310
Islands,North-East,1990,4,484
North-West,Center,1990,4,577
North-East,Center,1990,4,285
Center,Center,1990,4,0
South,Center,1990,4,1674
Islands,Center,1990,4,663
North-West,South,1990,4,1286
North-East,South,1990,4,384
Center,South,1990,4,690
South,South,1990,4,0
Islands,South,1990,4,264
North-West,Islands,1990,4,874
North-East,Islands,1990,4,214
Center,Islands,1990,4,344
South,Islands,1990,4,336
Islands,Islands,1990,4,0
North-West,North-West,1990,5,0
North-East,North-West,1990,5,1732
Center,North-West,1990,5,1537
South,North-West,1990,5,8786
Islands,North-West,1990,5,4322
North-West,North-East,1990,5,2088
North-East,North-East,1990,5,0
Center,North-East,1990,5,1218
South,North-East,1990,5,4396
Islands,North-East,1990,5,1515
North-West,Center,1990,5,1447
North-East,Center,1990,5,786
Center,Center,1990,5,0
South,Center,1990,5,5288
Islands,Center,1990,5,1968
North-West,South,1990,5,3097
North-East,South,1990,5,1047
Center,South,1990,5,1890
South,South,1990,5,0
Islands,South,1990,5,922
North-West,Islands,1990,5,1904
North-East,Islands,1990,5,433
Center,Islands,1990,5,938
South,Islands,1990,5,1148
Islands,Islands,1990,5,0
North-West,North-West,1990,6,0
North-East,North-West,1990,6,1850
Center,North-West,1990,6,1893
South,North-West,1990,6,7036
Islands,North-West,1990,6,3605
North-West,North-East,1990,6,2495
North-East,North-East,1990,6,0
Center,North-East,1990,6,1419
South,North-East,1990,6,3693
Islands,North-East,1990,6,1509
North-West,Center,1990,6,2090
North-East,Center,1990,6,1190
Center,Center,1990,6,0
South,Center,1990,6,5035
Islands,Center,1990,6,1722
North-West,South,1990,6,3357
North-East,South,1990,6,1275
Center,South,1990,6,2664
South,South,1990,6,0
Islands,South,1990,6,908
North-West,Islands,1990,6,2093
North-East,Islands,1990,6,579
Center,Islands,1990,6,1075
South,Islands,1990,6,1057
Islands,Islands,1990,6,0
North-West,North-West,1990,7,0
North-East,North-West,1990,7,1143
Center,North-West,1990,7,1213
South,North-West,1990,7,3933
Islands,North-West,1990,7,2148
North-West,North-East,1990,7,1485
North-East,North-East,1990,7,0
Center,North-East,1990,7,919
South,North-East,1990,7,2068
Islands,North-East,1990,7,949
North-West,Center,1990,7,1388
North-East,Center,1990,7,736
Center,Center,1990,7,0
South,Center,1990,7,2952
Islands,Center,1990,7,912
North-West,South,1990,7,2352
North-East,South,1990,7,798
Center,South,1990,7,1537
South,South,1990,7,0
Islands,South,1990,7,472
North-West,Islands,1990,7,1459
North-East,Islands,1990,7,388
Center,Islands,1990,7,639
South,Islands,1990,7,546
Islands,Islands,1990,7,0
North-West,North-West,1990,8,0
North-East,North-West,1990,8,701
Center,North-West,1990,8,746
South,North-West,1990,8,1889
Islands,North-West,1990,8,1076
North-West,North-East,1990,8,1010
North-East,North-East,1990,8,0
Center,North-East,1990,8,520
South,North-East,1990,8,1046
Islands,North-East,1990,8,487
North-West,Center,1990,8,929
North-East,Center,1990,8,451
Center,Center,1990,8,0
South,Center,1990,8,1564
Islands,Center,1990,8,528
North-West,South,1990,8,1491
North-East,South,1990,8,480
Center,South,1990,8,910
South,South,1990,8,0
Islands,South,1990,8,244
North-West,Islands,1990,8,969
North-East,Islands,1990,8,218
Center,Islands,1990,8,385
South,Islands,1990,8,286
Islands,Islands,1990,8,0
North-West,North-West,1990,9,0
North-East,North-West,1990,9,498
Center,North-West,1990,9,529
South,North-West,1990,9,1270
Islands,North-West,1990,9,742
North-West,North-East,1990,9,780
North-East,North-East,1990,9,0
Center,North-East,1990,9,395
South,North-East,1990,9,622
Islands,North-East,1990,9,290
North-West,Center,1990,9,740
North-East,Center,1990,9,345
Center,Center,1990,9,0
South,Center,1990,9,1131
Islands,Center,1990,9,423
North-West,South,1990,9,1057
North-East,South,1990,9,302
Center,South,1990,9,662
South,South,1990,9,0
Islands,South,1990,9,189
North-West,Islands,1990,9,712
North-East,Islands,1990,9,163
Center,Islands,1990,9,303
South,Islands,1990,9,202
Islands,Islands,1990,9,0
North-West,North-West,1990,10,0
North-East,North-West,1990,10,371
Center,North-West,1990,10,363
South,North-West,1990,10,727
Islands,North-West,1990,10,460
North-West,North-East,1990,10,631
North-East,North-East,1990,10,0
Center,North-East,1990,10,310
South,North-East,1990,10,382
Islands,North-East,1990,10,161
North-West,Center,1990,10,542
North-East,Center,1990,10,269
Center,Center,1990,10,0
South,Center,1990,10,785
Islands,Center,1990,10,292
North-West,South,1990,10,689
North-East,South,1990,10,204
Center,South,1990,10,487
South,South,1990,10,0
Islands,South,1990,10,124
North-West,Islands,1990,10,460
North-East,Islands,1990,10,109
Center,Islands,1990,10,220
South,Islands,1990,10,137
Islands,Islands,1990,10,0
North-West,North-West,1990,11,0
North-East,North-West,1990,11,324
Center,North-West,1990,11,334
South,North-West,1990,11,659
Islands,North-West,1990,11,363
North-West,North-East,1990,11,720
North-East,North-East,1990,11,0
Center,North-East,1990,11,259
South,North-East,1990,11,312
Islands,North-East,1990,11,144
North-West,Center,1990,11,545
North-East,Center,1990,11,247
Center,Center,1990,11,0
South,Center,1990,11,663
Islands,Center,1990,11,250
North-West,South,1990,11,676
North-East,South,1990,11,194
Center,South,1990,11,513
South,South,1990,11,0
Islands,South,1990,11,95
North-West,Islands,1990,11,453
North-East,Islands,1990,11,105
Center,Islands,1990,11,215
South,Islands,1990,11,134
Islands,Islands,1990,11,0
North-West,North-West,1990,12,0
North-East,North-West,1990,12,286
Center,North-West,1990,12,270
South,North-West,1990,12,553
Islands,North-West,1990,12,307
North-West,North-East,1990,12,796
North-East,North-East,1990,12,0
Center,North-East,1990,12,237
South,North-East,1990,12,270
Islands,North-East,1990,12,110
North-West,Center,1990,12,505
North-East,Center,1990,12,225
Center,Center,1990,12,0
South,Center,1990,12,587
Islands,Center,1990,12,215
North-West,South,1990,12,753
North-East,South,1990,12,168
Center,South,1990,12,505
South,South,1990,12,0
Islands,South,1990,12,89
North-West,Islands,1990,12,491
North-East,Islands,1990,12,90
Center,Islands,1990,12,202
South,Islands,1990,12,102
Islands,Islands,1990,12,0
North-West,North-West,1990,13,0
North-East,North-West,1990,13,280
Center,North-West,1990,13,282
South,North-West,1990,13,542
Islands,North-West,1990,13,278
North-West,North-East,1990,13,800
North-East,North-East,1990,13,0
Center,North-East,1990,13,223
South,North-East,1990,13,209
Islands,North-East,1990,13,88
North-West,Center,1990,13,445
North-East,Center,1990,13,191
Center,Center,1990,13,0
South,Center,1990,13,611
Islands,Center,1990,13,180
North-West,South,1990,13,773
North-East,South,1990,13,164
Center,South,1990,13,546
South,South,1990,13,0
Islands,South,1990,13,85
North-West,Islands,1990,13,428
North-East,Islands,1990,13,76
Center,Islands,1990,13,210
South,Islands,1990,13,101
Islands,Islands,1990,13,0
North-West,North-West,1990,14,0
North-East,North-West,1990,14,261
Center,North-West,1990,14,253
South,North-West,1990,14,461
Islands,North-West,1990,14,253
North-West,North-East,1990,14,592
North-East,North-East,1990,14,0
Center,North-East,1990,14,218
South,North-East,1990,14,159
Islands,North-East,1990,14,67
North-West,Center,1990,14,336
North-East,Center,1990,14,167
Center,Center,1990,14,0
South,Center,1990,14,495
Islands,Center,1990,14,140
North-West,South,1990,14,472
North-East,South,1990,14,92
Center,South,1990,14,396
South,South,1990,14,0
Islands,South,1990,14,65
North-West,Islands,1990,14,273
North-East,Islands,1990,14,61
Center,Islands,1990,14,129
South,Islands,1990,14,55
Islands,Islands,1990,14,0
North-West,North-West,1990,15,0
North-East,North-West,1990,15,172
Center,North-West,1990,15,168
South,North-West,1990,15,333
Islands,North-West,1990,15,183
North-West,North-East,1990,15,320
North-East,North-East,1990,15,0
Center,North-East,1990,15,140
South,North-East,1990,15,108
Islands,North-East,1990,15,57
North-West,Center,1990,15,185
North-East,Center,1990,15,92
Center,Center,1990,15,0
South,Center,1990,15,281
Islands,Center,1990,15,87
North-West,South,1990,15,243
North-East,South,1990,15,52
Center,South,1990,15,234
South,South,1990,15,0
Islands,South,1990,15,42
North-West,Islands,1990,15,136
North-East,Islands,1990,15,25
Center,Islands,1990,15,71
South,Islands,1990,15,54
Islands,Islands,1990,15,0
North-West,North-West,1990,16,0
North-East,North-West,1990,16,249
Center,North-West,1990,16,200
South,North-West,1990,16,416
Islands,North-West,1990,16,206
North-West,North-East,1990,16,357
North-East,North-East,1990,16,0
Center,North-East,1990,16,147
South,North-East,1990,16,134
Islands,North-East,1990,16,57
North-West,Center,1990,16,183
North-East,Center,1990,16,99
Center,Center,1990,16,0
South,Center,1990,16,321
Islands,Center,1990,16,100
North-West,South,1990,16,231
North-East,South,1990,16,56
Center,South,1990,16,226
South,South,1990,16,0
Islands,South,1990,16,51
North-West,Islands,1990,16,124
North-East,Islands,1990,16,31
Center,Islands,1990,16,78
South,Islands,1990,16,42
Islands,Islands,1990,16,0
North-West,North-West,1990,17,0
North-East,North-West,1990,17,215
Center,North-West,1990,17,150
South,North-West,1990,17,330
Islands,North-West,1990,17,156
North-West,North-East,1990,17,288
North-East,North-East,1990,17,0
Center,North-East,1990,17,108
South,North-East,1990,17,85
Islands,North-East,1990,17,45
North-West,Center,1990,17,123
North-East,Center,1990,17,80
Center,Center,1990,17,0
South,Center,1990,17,248
Islands,Center,1990,17,81
North-West,South,1990,17,158
North-East,South,1990,17,46
Center,South,1990,17,141
South,South,1990,17,0
Islands,South,1990,17,33
North-West,Islands,1990,17,93
North-East,Islands,1990,17,17
Center,Islands,1990,17,55
South,Islands,1990,17,33
Islands,Islands,1990,17,0
North-West,North-West,1990,18,0
North-East,North-West,1990,18,95
Center,North-West,1990,18,83
South,North-West,1990,18,152
Islands,North-West,1990,18,73
North-West,North-East,1990,18,141
North-East,North-East,1990,18,0
Center,North-East,1990,18,59
South,North-East,1990,18,33
Islands,North-East,1990,18,19
North-West,Center,1990,18,68
North-East,Center,1990,18,45
Center,Center,1990,18,0
South,Center,1990,18,138
Islands,Center,1990,18,50
North-West,South,1990,18,65
North-East,South,1990,18,23
Center,South,1990,18,68
South,South,1990,18,0
Islands,South,1990,18,14
North-West,Islands,1990,18,42
North-East,Islands,1990,18,7
Center,Islands,1990,18,22
South,Islands,1990,18,10
Islands,Islands,1990,18,0
North-West,North-West,1990,19,0
North-East,North-West,1990,19,38
Center,North-West,1990,19,25
South,North-West,1990,19,46
Islands,North-West,1990,19,16
North-West,North-East,1990,19,40
North-East,North-East,1990,19,0
Center,North-East,1990,19,18
South,North-East,1990,19,11
Islands,North-East,1990,19,3
North-West,Center,1990,19,26
North-East,Center,1990,19,14
Center,Center,1990,19,0
South,Center,1990,19,51
Islands,Center,1990,19,15
North-West,South,1990,19,21
North-East,South,1990,19,5
Center,South,1990,19,19
South,South,1990,19,0
Islands,South,1990,19,3
North-West,Islands,1990,19,12
North-East,Islands,1990,19,2
Center,Islands,1990,19,8
South,Islands,1990,19,4
Islands,Islands,1990,19,0
North-West,North-West,1990,20,0
North-East,North-West,1990,20,6
Center,North-West,1990,20,7
South,North-West,1990,20,7
Islands,North-West,1990,20,5
North-West,North-East,1990,20,8
North-East,North-East,1990,20,0
Center,North-East,1990,20,2
South,North-East,1990,20,3
Islands,North-East,1990,20,2
North-West,Center,1990,20,4
North-East,Center,1990,20,3
Center,Center,1990,20,0
South,Center,1990,20,7
Islands,Center,1990,20,2
North-West,South,1990,20,5
North-East,South,1990,20,2
Center,South,1990,20,5
South,South,1990,20,0
Islands,South,1990,20,2
North-West,Islands,1990,20,1
North-East,Islands,1990,20,1
Center,Islands,1990,20,2
South,Islands,1990,20,0
Islands,Islands,1990,20,0
North-West,North-West,1995,1,0
North-East,North-West,1995,1,590
Center,North-West,1995,1,577
South,North-West,1995,1,2531
Islands,North-West,1995,1,1570
North-West,North-East,1995,1,766
North-East,North-East,1995,1,0
Center,North-East,1995,1,484
South,North-East,1995,1,1765
Islands,North-East,1995,1,715
North-West,Center,1995,1,743
North-East,Center,1995,1,444
Center,Center,1995,1,0
South,Center,1995,1,1954
Islands,Center,1995,1,667
North-West,South,1995,1,1442
North-East,South,1995,1,675
Center,South,1995,1,1190
South,South,1995,1,0
Islands,South,1995,1,463
North-West,Islands,1995,1,893
North-East,Islands,1995,1,276
Center,Islands,1995,1,377
South,Islands,1995,1,441
Islands,Islands,1995,1,0
North-West,North-West,1995,2,0
North-East,North-West,1995,2,323
Center,North-West,1995,2,354
South,North-West,1995,2,1758
Islands,North-West,1995,2,1157
North-West,North-East,1995,2,491
North-East,North-East,1995,2,0
Center,North-East,1995,2,280
South,North-East,1995,2,1346
Islands,North-East,1995,2,525
North-West,Center,1995,2,493
North-East,Center,1995,2,260
Center,Center,1995,2,0
South,Center,1995,2,1343
Islands,Center,1995,2,462
North-West,South,1995,2,1013
North-East,South,1995,2,477
Center,South,1995,2,761
South,South,1995,2,0
Islands,South,1995,2,230
North-West,Islands,1995,2,655
North-East,Islands,1995,2,222
Center,Islands,1995,2,281
South,Islands,1995,2,285
Islands,Islands,1995,2,0
North-West,North-West,1995,3,0
North-East,North-West,1995,3,251
Center,North-West,1995,3,259
South,North-West,1995,3,1269
Islands,North-West,1995,3,824
North-West,North-East,1995,3,383
North-East,North-East,1995,3,0
Center,North-East,1995,3,231
South,North-East,1995,3,1013
Islands,North-East,1995,3,406
North-West,Center,1995,3,375
North-East,Center,1995,3,180
Center,Center,1995,3,0
South,Center,1995,3,997
Islands,Center,1995,3,378
North-West,South,1995,3,757
North-East,South,1995,3,302
Center,South,1995,3,522
South,South,1995,3,0
Islands,South,1995,3,151
North-West,Islands,1995,3,509
North-East,Islands,1995,3,148
Center,Islands,1995,3,192
South,Islands,1995,3,152
Islands,Islands,1995,3,0
North-West,North-West,1995,4,0
North-East,North-West,1995,4,296
Center,North-West,1995,4,291
South,North-West,1995,4,1756
Islands,North-West,1995,4,1126
North-West,North-East,1995,4,461
North-East,North-East,1995,4,0
Center,North-East,1995,4,251
South,North-East,1995,4,1251
Islands,North-East,1995,4,480
North-West,Center,1995,4,414
North-East,Center,1995,4,206
Center,Center,1995,4,0
South,Center,1995,4,1124
Islands,Center,1995,4,442
North-West,South,1995,4,878
North-East,South,1995,4,311
Center,South,1995,4,591
South,South,1995,4,0
Islands,South,1995,4,178
North-West,Islands,1995,4,592
North-East,Islands,1995,4,150
Center,Islands,1995,4,207
South,Islands,1995,4,186
Islands,Islands,1995,4,0
North-West,North-West,1995,5,0
North-East,North-West,1995,5,1244
Center,North-West,1995,5,1513
South,North-West,1995,5,6252
Islands,North-West,1995,5,3313
North-West,North-East,1995,5,1652
North-East,North-East,1995,5,0
Center,North-East,1995,5,994
South,North-East,1995,5,4185
Islands,North-East,1995,5,1388
North-West,Center,1995,5,1197
North-East,Center,1995,5,576
Center,Center,1995,5,0
South,Center,1995,5,3787
Islands,Center,1995,5,1206
North-West,South,1995,5,2011
North-East,South,1995,5,894
Center,South,1995,5,1578
South,South,1995,5,0
Islands,South,1995,5,640
North-West,Islands,1995,5,1272
North-East,Islands,1995,5,372
Center,Islands,1995,5,587
South,Islands,1995,5,852
Islands,Islands,1995,5,0
North-West,North-West,1995,6,0
North-East,North-West,1995,6,1786
Center,North-West,1995,6,1758
South,North-West,1995,6,6228
Islands,North-West,1995,6,3271
North-West,North-East,1995,6,2440
North-East,North-East,1995,6,0
Center,North-East,1995,6,1520
South,North-East,1995,6,4644
Islands,North-East,1995,6,1573
North-West,Center,1995,6,1948
North-East,Center,1995,6,1107
Center,Center,1995,6,0
South,Center,1995,6,4820
Islands,Center,1995,6,1438
North-West,South,1995,6,2758
North-East,South,1995,6,1340
Center,South,1995,6,2757
South,South,1995,6,0
Islands,South,1995,6,904
North-West,Islands,1995,6,1600
North-East,Islands,1995,6,518
Center,Islands,1995,6,900
South,Islands,1995,6,997
Islands,Islands,1995,6,0
North-West,North-West,1995,7,0
North-East,North-West,1995,7,1508
Center,North-West,1995,7,1471
South,North-West,1995,7,4189
Islands,North-West,1995,7,2145
North-West,North-East,1995,7,1981
North-East,North-East,1995,7,0
Center,North-East,1995,7,1210
South,North-East,1995,7,2912
Islands,North-East,1995,7,1082
North-West,Center,1995,7,1675
North-East,Center,1995,7,976
Center,Center,1995,7,0
South,Center,1995,7,3573
Islands,Center,1995,7,1063
North-West,South,1995,7,2237
North-East,South,1995,7,1023
Center,South,1995,7,2234
South,South,1995,7,0
Islands,South,1995,7,561
North-West,Islands,1995,7,1285
North-East,Islands,1995,7,446
Center,Islands,1995,7,622
South,Islands,1995,7,629
Islands,Islands,1995,7,0
North-West,North-West,1995,8,0
North-East,North-West,1995,8,833
Center,North-West,1995,8,839
South,North-West,1995,8,2188
Islands,North-West,1995,8,1250
North-West,North-East,1995,8,1114
North-East,North-East,1995,8,0
Center,North-East,1995,8,674
South,North-East,1995,8,1524
Islands,North-East,1995,8,633
North-West,Center,1995,8,1037
North-East,Center,1995,8,561
Center,Center,1995,8,0
South,Center,1995,8,1871
Islands,Center,1995,8,584
North-West,South,1995,8,1438
North-East,South,1995,8,593
Center,South,1995,8,1124
South,South,1995,8,0
Islands,South,1995,8,244
North-West,Islands,1995,8,849
North-East,Islands,1995,8,282
Center,Islands,1995,8,419
South,Islands,1995,8,273
Islands,Islands,1995,8,0
North-West,North-West,1995,9,0
North-East,North-West,1995,9,506
Center,North-West,1995,9,499
South,North-West,1995,9,1120
Islands,North-West,1995,9,740
North-West,North-East,1995,9,740
North-East,North-East,1995,9,0
Center,North-East,1995,9,422
South,North-East,1995,9,848
Islands,North-East,1995,9,362
North-West,Center,1995,9,671
North-East,Center,1995,9,337
Center,Center,1995,9,0
South,Center,1995,9,1025
Islands,Center,1995,9,350
North-West,South,1995,9,894
North-East,South,1995,9,321
Center,South,1995,9,652
South,South,1995,9,0
Islands,South,1995,9,176
North-West,Islands,1995,9,545
North-East,Islands,1995,9,160
Center,Islands,1995,9,225
South,Islands,1995,9,151
Islands,Islands,1995,9,0
North-West,North-West,1995,10,0
North-East,North-West,1995,10,385
Center,North-West,1995,10,411
South,North-West,1995,10,788
Islands,North-West,1995,10,515
North-West,North-East,1995,10,611
North-East,North-East,1995,10,0
Center,North-East,1995,10,319
South,North-East,1995,10,529
Islands,North-East,1995,10,228
North-West,Center,1995,10,582
North-East,Center,1995,10,282
Center,Center,1995,10,0
South,Center,1995,10,748
Islands,Center,1995,10,285
North-West,South,1995,10,683
North-East,South,1995,10,232
Center,South,1995,10,513
South,South,1995,10,0
Islands,South,1995,10,123
North-West,Islands,1995,10,456
North-East,Islands,1995,10,113
Center,Islands,1995,10,192
South,Islands,1995,10,128
Islands,Islands,1995,10,0
North-West,North-West,1995,11,0
North-East,North-West,1995,11,308
Center,North-West,1995,11,275
South,North-West,1995,11,500
Islands,North-West,1995,11,323
North-West,North-East,1995,11,597
North-East,North-East,1995,11,0
Center,North-East,1995,11,243
South,North-East,1995,11,329
Islands,North-East,1995,11,140
North-West,Center,1995,11,478
North-East,Center,1995,11,221
Center,Center,1995,11,0
South,Center,1995,11,538
Islands,Center,1995,11,175
North-West,South,1995,11,596
North-East,South,1995,11,171
Center,South,1995,11,397
South,South,1995,11,0
Islands,South,1995,11,93
North-West,Islands,1995,11,412
North-East,Islands,1995,11,85
Center,Islands,1995,11,159
South,Islands,1995,11,92
Islands,Islands,1995,11,0
North-West,North-West,1995,12,0
North-East,North-West,1995,12,323
Center,North-West,1995,12,257
South,North-West,1995,12,435
Islands,North-West,1995,12,265
North-West,North-East,1995,12,731
North-East,North-East,1995,12,0
Center,North-East,1995,12,234
South,North-East,1995,12,255
Islands,North-East,1995,12,97
North-West,Center,1995,12,525
North-East,Center,1995,12,214
Center,Center,1995,12,0
South,Center,1995,12,510
Islands,Center,1995,12,146
North-West,South,1995,12,723
North-East,South,1995,12,171
Center,South,1995,12,447
South,South,1995,12,0
Islands,South,1995,12,83
North-West,Islands,1995,12,438
North-East,Islands,1995,12,89
Center,Islands,1995,12,166
South,Islands,1995,12,90
Islands,Islands,1995,12,0
North-West,North-West,1995,13,0
North-East,North-West,1995,13,257
Center,North-West,1995,13,225
South,North-West,1995,13,402
Islands,North-West,1995,13,215
North-West,North-East,1995,13,625
North-East,North-East,1995,13,0
Center,North-East,1995,13,177
South,North-East,1995,13,178
Islands,North-East,1995,13,72
North-West,Center,1995,13,402
North-East,Center,1995,13,157
Center,Center,1995,13,0
South,Center,1995,13,477
Islands,Center,1995,13,127
North-West,South,1995,13,651
North-East,South,1995,13,130
Center,South,1995,13,444
South,South,1995,13,0
Islands,South,1995,13,77
North-West,Islands,1995,13,365
North-East,Islands,1995,13,74
Center,Islands,1995,13,146
South,Islands,1995,13,67
Islands,Islands,1995,13,0
North-West,North-West,1995,14,0
North-East,North-West,1995,14,256
Center,North-West,1995,14,227
South,North-West,1995,14,396
Islands,North-West,1995,14,223
North-West,North-East,1995,14,491
North-East,North-East,1995,14,0
Center,North-East,1995,14,164
South,North-East,1995,14,163
Islands,North-East,1995,14,61
North-West,Center,1995,14,348
North-East,Center,1995,14,142
Center,Center,1995,14,0
South,Center,1995,14,424
Islands,Center,1995,14,112
North-West,South,1995,14,465
North-East,South,1995,14,117
Center,South,1995,14,357
South,South,1995,14,0
Islands,South,1995,14,72
North-West,Islands,1995,14,243
North-East,Islands,1995,14,36
Center,Islands,1995,14,125
South,Islands,1995,14,62
Islands,Islands,1995,14,0
North-West,North-West,1995,15,0
North-East,North-West,1995,15,243
Center,North-West,1995,15,215
South,North-West,1995,15,425
Islands,North-West,1995,15,209
North-West,North-East,1995,15,391
North-East,North-East,1995,15,0
Center,North-East,1995,15,172
South,North-East,1995,15,151
Islands,North-East,1995,15,57
North-West,Center,1995,15,262
North-East,Center,1995,15,117
Center,Center,1995,15,0
South,Center,1995,15,381
Islands,Center,1995,15,104
North-West,South,1995,15,326
North-East,South,1995,15,99
Center,South,1995,15,298
South,South,1995,15,0
Islands,South,1995,15,68
North-West,Islands,1995,15,174
North-East,Islands,1995,15,33
Center,Islands,1995,15,99
South,Islands,1995,15,58
Islands,Islands,1995,15,0
North-West,North-West,1995,16,0
North-East,North-West,1995,16,176
Center,North-West,1995,16,136
South,North-West,1995,16,306
Islands,North-West,1995,16,170
North-West,North-East,1995,16,253
North-East,North-East,1995,16,0
Center,North-East,1995,16,105
South,North-East,1995,16,101
Islands,North-East,1995,16,49
North-West,Center,1995,16,157
North-East,Center,1995,16,89
Center,Center,1995,16,0
South,Center,1995,16,241
Islands,Center,1995,16,79
North-West,South,1995,16,188
North-East,South,1995,16,48
Center,South,1995,16,177
South,South,1995,16,0
Islands,South,1995,16,34
North-West,Islands,1995,16,109
North-East,Islands,1995,16,24
Center,Islands,1995,16,53
South,Islands,1995,16,37
Islands,Islands,1995,16,0
North-West,North-West,1995,17,0
North-East,North-West,1995,17,227
Center,North-West,1995,17,163
South,North-West,1995,17,356
Islands,North-West,1995,17,179
North-West,North-East,1995,17,267
North-East,North-East,1995,17,0
Center,North-East,1995,17,128
South,North-East,1995,17,105
Islands,North-East,1995,17,41
North-West,Center,1995,17,172
North-East,Center,1995,17,104
Center,Center,1995,17,0
South,Center,1995,17,270
Islands,Center,1995,17,74
North-West,South,1995,17,171
North-East,South,1995,17,50
Center,South,1995,17,171
South,South,1995,17,0
Islands,South,1995,17,38
North-West,Islands,1995,17,89
North-East,Islands,1995,17,24
Center,Islands,1995,17,60
South,Islands,1995,17,39
Islands,Islands,1995,17,0
North-West,North-West,1995,18,0
North-East,North-West,1995,18,162
Center,North-West,1995,18,99
South,North-West,1995,18,188
Islands,North-West,1995,18,101
North-West,North-East,1995,18,174
North-East,North-East,1995,18,0
Center,North-East,1995,18,82
South,North-East,1995,18,63
Islands,North-East,1995,18,25
North-West,Center,1995,18,113
North-East,Center,1995,18,50
Center,Center,1995,18,0
South,Center,1995,18,147
Islands,Center,1995,18,41
North-West,South,1995,18,82
North-East,South,1995,18,26
Center,South,1995,18,81
South,South,1995,18,0
Islands,South,1995,18,27
North-West,Islands,1995,18,47
North-East,Islands,1995,18,15
Center,Islands,1995,18,32
South,Islands,1995,18,22
Islands,Islands,1995,18,0
North-West,North-West,1995,19,0
North-East,North-West,1995,19,43
Center,North-West,1995,19,35
South,North-West,1995,19,56
Islands,North-West,1995,19,34
North-West,North-East,1995,19,61
North-East,North-East,1995,19,0
Center,North-East,1995,19,23
South,North-East,1995,19,26
Islands,North-East,1995,19,7
North-West,Center,1995,19,34
North-East,Center,1995,19,27
Center,Center,1995,19,0
South,Center,1995,19,51
Islands,Center,1995,19,11
North-West,South,1995,19,26
North-East,South,1995,19,12
Center,South,1995,19,34
South,South,1995,19,0
Islands,South,1995,19,7
North-West,Islands,1995,19,12
North-East,Islands,1995,19,4
Center,Islands,1995,19,7
South,Islands,1995,19,4
Islands,Islands,1995,19,0
North-West,North-West,1995,20,0
North-East,North-West,1995,20,10
Center,North-West,1995,20,7
South,North-West,1995,20,23
Islands,North-West,1995,20,11
North-West,North-East,1995,20,12
North-East,North-East,1995,20,0
Center,North-East,1995,20,4
South,North-East,1995,20,15
Islands,North-East,1995,20,9
North-West,Center,1995,20,15
North-East,Center,1995,20,2
Center,Center,1995,20,0
South,Center,1995,20,18
Islands,Center,1995,20,5
North-West,South,1995,20,10
North-East,South,1995,20,6
Center,South,1995,20,11
South,South,1995,20,0
